企业名称	项目名称	中标日期	中标价（万元）	合同价（万元）	竣工验收日期	地上层数	地下层数	工程造价	建筑面积	工程资质	工程等级
广东建雅室内工程设计施工有限公司	广轩大厦修缮改造工程施工专业承包	2014-01-21	4188.208888	4188.208888				813.15212		机电设备安装工程	03
广东建雅室内工程设计施工有限公司	广轩大厦修缮改造工程施工专业承包	2014-01-21	4188.208888	4188.208888				813.15212		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广轩大厦修缮改造工程施工专业承包	2014-01-21	4188.208888	4188.208888				813.15212		建筑智能化工程	04
广州市第二建筑工程有限公司	广州科学城罗南路扩宽（A标）道路、排水、供水工程	2003-12-05	3106.7787	5125.1415	2005-03-29			5125.141		市政公用工程施工总承包	04
广州机施建设集团有限公司	广州市轨道交通五号线淘金站土建工程施工	2005-08-11	8236.8651	8236.8651	2009-12-26		4	8236.8651	11258.22	房屋建筑工程施工总承包	04
广州协安建设工程有限公司	广州市白云区永泰村集贤庄商住及保障房项目基坑工程施工专业承包	2013-09-05	3095	3095				3095		地基与基础工程	02
广东建雅室内工程设计施工有限公司	区少年宫（科技馆）建设-----二次装修及智能化工程	2008-12-15	2687.2818	2687.2818	2010-12-28			1721.647		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	区少年宫（科技馆）建设-----二次装修及智能化工程	2008-12-15	2687.2818	2687.2818	2010-12-28			1721.647		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	区少年宫（科技馆）建设-----二次装修及智能化工程	2008-12-15	2687.2818	2687.2818	2010-12-28			1721.647		建筑智能化工程	04
广东建雅室内工程设计施工有限公司	广州市审计局办公楼装修工程施工专业承包	2013-12-31	1554.583723	1554.583723				88.015132		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广州市审计局办公楼装修工程施工专业承包	2013-12-31	1554.583723	1554.583723				88.015132		消防设施工程	04
广东建雅室内工程设计施工有限公司	广州市审计局办公楼装修工程施工专业承包	2013-12-31	1554.583723	1554.583723				88.015132		机电设备安装工程	04
深圳市深装总装饰工程工业有限公司	总部经济区A4栋5-6层办公装修项目施工专业承包	2013-07-12	216.980658	216.980658	2013-10-10			216.980658		建筑装修装饰工程	03
广州市建筑机械施工有限公司	广州大学城校区房建二期土建、装修工程施工3标	2004-07-16	41480.3087	41480.3087	2005-08-19			41480.309	308900	房屋建筑工程施工总承包	02
广州市住宅建设发展有限公司	广州新图书馆项目土建、装修装饰工程施工及施工总承包管理配合	2006-07-10	41667.349967	41667.349967	2012-10-26	10	2		98000	房屋建筑工程施工总承包	02
深圳市深装总装饰工程工业有限公司	一德路两侧整治工程、一德路改造工程施工专业承包	2009-10-16	2786.3796	2867.5223	2010-11-29			84.056		机电设备安装工程	04
深圳市深装总装饰工程工业有限公司	一德路两侧整治工程、一德路改造工程施工专业承包	2009-10-16	2786.3796	2867.5223	2010-11-29			84.056		建筑装修装饰工程	02
广州市住宅建设发展有限公司	增城市荔城街新桥小学教学综合楼、综合教学楼1栋、师生饭堂及室外配套工程施工总承包	2011-12-20	1555.436352	1555.436352	2012-08-17			1555.436352	4969.8	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	花都区亚运新体育馆机电、装修、建筑智能化、消防工程	2010-03-16	6738.231754	6738.231754	2010-12-26			1141		机电设备安装工程	02
广州市第三建筑工程有限公司	花都区亚运新体育馆机电、装修、建筑智能化、消防工程	2010-03-16	6738.231754	6738.231754	2010-12-26			1141		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广州市天河区妇幼保健院龙口西路原区疾控中心建筑改建工程施工专业承包	2012-04-12	597.409178	597.409178				312.27399		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广州市天河区妇幼保健院龙口西路原区疾控中心建筑改建工程施工专业承包	2012-04-12	597.409178	597.409178				312.27399		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州市天河区妇幼保健院龙口西路原区疾控中心建筑改建工程施工专业承包	2012-04-12	597.409178	597.409178				312.27399		消防设施工程	04
广东建雅室内工程设计施工有限公司	南航信息中心大楼室内装修工程施工专业承包	2013-09-16	2769.820105	2769.820105				2769.820105		建筑装修装饰工程	02
广州协安建设工程有限公司	广州南沙自来水厂一期（40万m3/d）原水输水管线工程（三标）	2006-08-31	2942.0392	2942.0392	2011-01-07			2942.039		市政公用工程施工总承包	03
广州市住宅建设发展有限公司	金碧东湖江苑	2005-10-26	4500	5000	2008-06-03	32	2	5000	34000	房屋建筑工程施工总承包	02
广东省第四建筑工程公司	广东水利电力职业技术学院从化校区行政办公楼工程施工	2005-02-22	2563.4569	2563.4569	2005-12-30	12		2563.457	15976	房屋建筑工程施工总承包	04
广东省第四建筑工程公司	猎德村旧村改造村民复建安置房工程施工总承包[标段6]	2008-12-26	18668.467112	18668.467112	2010-09-28	33	3	18668.467112	97765	房屋建筑工程施工总承包	02
广东建雅室内工程设计施工有限公司	广交会琶洲展馆配套设施项目工程	2010-05-17	12158.083388	12158.08	2011-06-15			12158.08		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广东胜利宾馆餐厅厨房修缮工程	2006-12-31	569.99	569.99	2007-11-08			350.51	2437	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广东胜利宾馆餐厅厨房修缮工程	2006-12-31	569.99	569.99	2007-11-08			350.51	2437	消防设施工程	04
广东建雅室内工程设计施工有限公司	广东胜利宾馆餐厅厨房修缮工程	2006-12-31	569.99	569.99	2007-11-08			350.51	2437	建筑装修装饰工程	03
广州协安建设工程有限公司	猎德村旧村改造村民复建安置房工程施工总承包[标段8]	2008-12-25	17110.282806	17110.282806	2011-12-28	33	3	17110.282806	86566	房屋建筑工程施工总承包	02
深圳市深装总装饰工程工业有限公司	广州市正佳广场西塔楼商务大厦幕墙工程			4120.223074	2013-03-13			4120.223074		建筑幕墙工程	02
广州市市政集团有限公司	南田路、江湾路道路升级改造工程施工总承包（二标）	2010-09-17	712.818856	712.818856	2011-04-18			712.818856		市政公用工程施工总承包	04
广州市第三建筑工程有限公司	广州市第二少年宫土建工程施工	2004-05-26	7783.6292	7783.6292	2006-04-25	7	1		45997	房屋建筑工程施工总承包	04
广州市第二建筑工程有限公司	东濠涌综合整治工程（十七中地下停车场）施工总承包	2009-11-19	2099.2032	2099.2032	2010-09-10	4	1	2099.203	4830.49	房屋建筑工程施工总承包	04
广州市第二建筑工程有限公司	中山大学肿瘤防治中心二期工程建设-辅助医疗楼工程施工总承包	2010-12-21	27812.430624	27812.430624	2013-08-09	20	4	27812.43	76192.5	房屋建筑工程施工总承包	03
广州市建筑机械施工有限公司	广州自来水公司南洲水厂输水管工业大道安装DN1600、DN1800供水管工程	2003-09-03	2208.8	2208.8	2005-06-07			2208.8		市政公用工程施工总承包	03
广州市市政集团有限公司	迎亚运市政道路大中修工程-石化路道路升级改造工程施工总承包	2010-03-25	1839.0797	1839.0797	2010-12-16			1839.08		市政公用工程施工总承包	04
广州市第三建筑工程有限公司	商业、办公楼工程1幢(自编A2栋)及商业、办公楼工程2幢(自编B1、B2栋)施工总承包及总承包管理配合服务	2010-12-08	33900.806838	33900.808638	2013-12-25	26	2	33900.8	120152	房屋建筑工程施工总承包	02
广州市建筑机械施工有限公司	广州大学城二期体育场馆(含星海音乐厅)工程施工总承包(标段8：华南师范大学二期体育场馆)	2005-12-16	9746.32	9746.32	2007-04-06				34234	房屋建筑工程施工总承包	02
广州市建筑机械施工有限公司	市祥港房产公司翠城花园二期工程	2003-06-09	7886.8738	7886.8738	2006-03-01	32	2		79623	房屋建筑工程施工总承包	02
广州市市政集团有限公司	广州亚运城市政工程项目【道路（含综合管沟）、桥梁、排水工程】标段五	2008-04-29	10526.4218	10526.4218	2010-08-25					市政公用工程施工总承包	04
广州市住宅建设发展有限公司	珠江新城N1-1地块朗晴都会轩商业、住宅楼（自编A、B、C）工程	2005-12-12	11617.88	11617.88	2008-03-28	30	3	11617.88	81720	房屋建筑工程施工总承包	02
广州协安建设工程有限公司	广州南沙滨海花园二期个性化别墅项目工程	2005-07-26	10000	23428.1553	2008-12-25	3		23428.155	34470.4	房屋建筑工程施工总承包	04
广州市第二建筑工程有限公司	广州市新社区住宅白云区松洲新社区建设项目±0.00以下工程施工总承包	2010-01-28	2378.423					2378.423		地基与基础工程	03
广州机施建设集团有限公司	广州亚运城媒体村、运动员村（含国际区）、技术官员村及综合体育馆、主媒体中心以及广州自行车馆和轮滑场、广州飞碟训练中心装饰装修工程施工专业承包[标段9]	2009-11-06	4566.9972	4566.9972	2010-08-12			2283.499		建筑装修装饰工程	02
广州市房屋开发建设有限公司	商业、住宅楼工程2幢（裙楼连体)			31982.94	2007-11-30	30	3	31982.94		房屋建筑工程施工总承包	02
广东省第四建筑工程公司	广州亚运建设项目亚运城运动员餐厅装饰装修工程									建筑装修装饰工程	05
广州市房屋开发建设有限公司	黄埔体育馆中心体育馆广场及人防地下室工程施工总承包	2010-03-04	10755.511335	10755.511335	2011-06-03	1	1	10755.511335	15000	房屋建筑工程施工总承包	04
广州市房屋开发建设有限公司	广州卫生学校教学实验综合楼	2005-08-22	4651.16	4651.16	2007-04-27	11		4651.167	29937	房屋建筑工程施工总承包	04
深圳市深装总装饰工程工业有限公司	广东省公安边防总队教导大队一、二号学员楼改造工程	2013-01-18	649.081441	649.081441	2013-11-29			649.081441		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	工业和信息化部电子第五研究所通用电子产品质量监督检验中心与电子601计量站能力提升及环境改造项目661楼、教学楼改造工程施工专业承包	2010-12-03	382.3737	382.3737	2011-09-26			371.717		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	工业和信息化部电子第五研究所通用电子产品质量监督检验中心与电子601计量站能力提升及环境改造项目661楼、教学楼改造工程施工专业承包	2010-12-03	382.3737	382.3737	2011-09-26			371.717		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	保税区酒类博览会及商业街整体基础设施改造工程	2009-04-28	2535.131	2535.131	2009-07-06			348.282	9269	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	保税区酒类博览会及商业街整体基础设施改造工程	2009-04-28	2535.131	2535.131	2009-07-06			348.282	9269	建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	保税区酒类博览会及商业街整体基础设施改造工程	2009-04-28	2535.131	2535.131	2009-07-06			348.282	9269	消防设施工程	04
广东建雅室内工程设计施工有限公司	广州市妇女儿童医疗中心妇婴院区住院楼装修改造工程施工专业承包	2013-09-29	1790.565661	1790.565661	2014-03-12			424.390145		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广州市妇女儿童医疗中心妇婴院区住院楼装修改造工程施工专业承包	2013-09-29	1790.565661	1790.565661	2014-03-12			424.390145		机电设备安装工程	04
广州市住宅建设发展有限公司	中国农村调研干部培训站工程	2003-03-17	2347.89	2347.89	2007-02-02	19	1	2347.89	22099	房屋建筑工程施工总承包	03
广州市房屋开发建设有限公司	芦荻西小学扩建教学楼工程	2008-04-08	196.683777	196.683777	2011-06-02	6			928	房屋建筑工程施工总承包	04
广州市房屋开发建设有限公司	黄埔区雨污分流改造工程茅岗路片区、鱼茅路片区、茅岗路以西片区（标段五）	2010-06-24	9935.288802	9935.288802	2012-04-12			9935.288802		管道工程	04
广州市房屋开发建设有限公司	白云区平和大押旧址修缮工程施工专业承包	2012-02-22	293.102864	293.102864	2012-06-28			293.102864		园林古建筑工程	03
广东建雅室内工程设计施工有限公司	省邮政速递物流公司办公场地装修改造工程施工专业承包	2012-05-15	1355	1355	2013-08-15			1355		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广州中医药大学第三附属医院门诊、住院楼工程项目装修施工专业承包	2013-03-05	7008.898675	7008.898675				1008.666992		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	广州中医药大学第三附属医院门诊、住院楼工程项目装修施工专业承包	2013-03-05	7008.898675	7008.898675				1008.666992		建筑智能化工程	03
广州市第二建筑工程有限公司	广州体育学院图书馆及科研楼工程	2006-07-28	8460.375	8460.375	2008-12-05	9	1	2068.893	39089	房屋建筑工程施工总承包	04
广州市第二建筑工程有限公司	广州科学城中心区东环路、北环路道路、排水、供水工程	2003-01-13	2115.4797	2115.4797	2005-08-19			21154.797		市政公用工程施工总承包	04
广州市第二建筑工程有限公司	广州市高城房地产开发有限公司越秀南路综合楼工程	2005-07-13	4062.96	4062.96	2007-07-27	29	3	4062.96	28804	房屋建筑工程施工总承包	02
深圳市深装总装饰工程工业有限公司	中山大学附属口腔医院综合楼六层住院部装修改造工程	2009-09-01	261.7965	261.7965	2010-08-31			142.564		机电设备安装工程	04
深圳市深装总装饰工程工业有限公司	中山大学附属口腔医院综合楼六层住院部装修改造工程	2009-09-01	261.7965	261.7965	2010-08-31			142.564		建筑装修装饰工程	03
广州市市政集团有限公司	同康路（增槎路～西槎路）工程施工总承包	2010-12-28	3864.593737	3548.778909	2013-05-20					市政公用工程施工总承包	03
广州市市政集团有限公司	大观路（中山大道~广汕路）市政化改造二期工程土建一标施工总承包	2009-08-14	3639.4634	3272.9641	2011-05-13			3272.964		市政公用工程施工总承包	04
广州市第三建筑工程有限公司	办公、飞行员休息用房工程1幢（自命名：南航飞行综合楼）	2007-07-05	7655.3606	7655.3606	2009-12-29	9	1		40298	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	广州亚运村吹填场平工程施工［标段2]	2007-11-30	9107.91	9074.91	2008-08-14			9074.91		市政公用工程施工总承包	04
广州市第三建筑工程有限公司	乡镇路灯建设二期工程施工专业承包标段二	2012-10-26	9086.295795	9086.295795	2013-06-28			9086.295795		机电设备安装工程	02
广州市第二建筑工程有限公司	广东广播中心续建（土建）工程	2005-08-10	3677.2526	3677.2526	2010-09-14	25		3677.253	19561	房屋建筑工程施工总承包	03
广州市第二建筑工程有限公司	滨海花园8期高层住宅2-3栋、4-7栋、8-10栋、11-13栋、14-15栋、20-21栋、16-17栋、22-23栋、18-19栋、24-25栋、地下室、会所（自编8-1-1栋）及垃圾房（自编8-1-27栋）工程施工总承包及总承包管理配合服务	2010-03-26	38485.436222	38485.436222	2012-11-05	18	1		179277	房屋建筑工程施工总承包	02
广州市第二建筑工程有限公司	广州市中医医院院门、急诊楼建筑安装工程施工	2004-05-17	1699.7187	1699.7187	2007-06-26	12			9845	房屋建筑工程施工总承包	04
广州市住宅建设发展有限公司	商业、办公楼（自编号A2）1幢			6000	2010-05-28	21	2	6000	23221	房屋建筑工程施工总承包	03
广州市住宅建设发展有限公司	广东省检察院办案和专业技术用房扩建项目前期工程施工总承包	2012-09-12	2066.597231	2066.597231	2013-06-28			2066.597231		房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	广州白云机场南航飞行综合楼室内装饰工程施工专业承包[标段2]	2008-12-24	1421.04	1421.04	2009-08-31			1421.049		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	黄埔体育中心体育场改造项目施工专业承包	2010-02-12	1218.3869	1218.3869	2010-06-30			438.07		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	黄埔体育中心体育场改造项目施工专业承包	2010-02-12	1218.3869	1218.3869	2010-06-30			438.07		建筑智能化工程	04
广东建雅室内工程设计施工有限公司	黄埔体育中心体育场改造项目施工专业承包	2010-02-12	1218.3869	1218.3869	2010-06-30			438.07		建筑装修装饰工程	03
广州市第三建筑工程有限公司	黄沙大道道路绿化升级改造工程施工专业承包	2010-07-30	770.1411	770.1411	2011-05-10			770.141		城市园林绿化工程	03
广州市房屋开发建设有限公司	广州市金沙洲新社区工程施工（三标段）	2006-11-22	25346.8519	25346.8519	2008-06-25	18		25346.852	120300	房屋建筑工程施工总承包	02
广东建雅室内工程设计施工有限公司	广州港务局大沙头办公楼装修工程	2006-12-13	803	803	2008-05-28			198.93		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州港务局大沙头办公楼装修工程	2006-12-13	803	803	2008-05-28			198.93		建筑装修装饰工程	03
广州机施建设集团有限公司	广州国际生物岛环岛路道路市政工程[标段2]	2007-06-18	5961.6292	5961.6292	2008-12-31			6668.33		市政公用工程施工总承包	04
广州市房屋开发建设有限公司	广州汉方现代中药研究开发公司  广药集团现代中药产业化示范基地工程施工	2003-05-27	735.85	735.85	2005-05-26	4		735.85	13182	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	两站一馆装修工程	2007-05-16	517.13	517.13	2008-03-17			166.45		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	两站一馆装修工程	2007-05-16	517.13	517.13	2008-03-17			166.45		建筑幕墙工程	04
深圳市深装总装饰工程工业有限公司	广州市工贸技师学院中心校区10号楼学生宿舍改造项目施工专业承包	2012-07-24	217.055805	217.055805	2012-08-31			217.055805		建筑装修装饰工程	03
广州机施建设集团有限公司	广州市珠江新城核心区市政交通项目基坑支护及土方工程施工一标	2006-06-28	15057.5702	15057.5702	2010-08-13			7177.351		土石方工程	02
广州机施建设集团有限公司	广州市珠江新城核心区市政交通项目基坑支护及土方工程施工一标	2006-06-28	15057.5702	15057.5702	2010-08-13			7177.351		地基与基础工程	02
广州市市政集团有限公司	迎亚运市政道路大中修（东晓路）——晓港桥加固维修工程施工总承包	2010-07-07	265.61623	265.61623	2011-12-08			265.61623		市政公用工程施工总承包	04
广州市市政集团有限公司	荔城.一品湖山工程设计施工总承包	2012-01-18	48750	21500	2013-10-15	17	1	10000	17503	房屋建筑工程施工总承包	03
广州市第三建筑工程有限公司	珠江堤岸环路绿化（荔湾冲口涌～丫髻沙大桥）二期工程	2006-12-12	468.5139	468.5139	2008-09-11			468.514		城市园林绿化工程	03
广东建雅室内工程设计施工有限公司	华南理工大学亚热带建筑科学1号实验楼维修改造工程施工专业承包	2009-03-13	1495.1913	1495.1913	2011-06-28			2.569	8234.32	建筑智能化工程	04
广东建雅室内工程设计施工有限公司	华南理工大学亚热带建筑科学1号实验楼维修改造工程施工专业承包	2009-03-13	1495.1913	1495.1913	2011-06-28			2.569	8234.32	消防设施工程	04
广东建雅室内工程设计施工有限公司	华南理工大学亚热带建筑科学1号实验楼维修改造工程施工专业承包	2009-03-13	1495.1913	1495.1913	2011-06-28			2.569	8234.32	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	华南理工大学亚热带建筑科学1号实验楼维修改造工程施工专业承包	2009-03-13	1495.1913	1495.1913	2011-06-28			2.569	8234.32	建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广交会酒店室内装修工程施工专业承包[标段3]	2010-05-17	12158.0834	12158.0834	2011-06-15			12158.083		建筑装修装饰工程	02
广州市第二建筑工程有限公司	广州南沙东部快速干线（市政段）工程施工DX-2	2004-06-22	14553.0437	14553.0437	2006-12-29					市政公用工程施工总承包	03
深圳市深装总装饰工程工业有限公司	正佳万豪公寓室内装饰工程			8000	2013-11-20			8000		建筑装修装饰工程	02
广州市第三建筑工程有限公司	广州新电视塔绿化工程施工专业承包	2010-06-11	770.7801	770.7801	2010-09-15			770.78		城市园林绿化工程	03
广东建雅室内工程设计施工有限公司	广州大学学生宿舍套房改造工程	2008-11-26	535.0018					95.03		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州大学学生宿舍套房改造工程	2008-11-26	535.0018					95.03		建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广东迎宾馆碧海楼装饰工程									建筑装修装饰工程	05
广东建雅室内工程设计施工有限公司	珠江城9~58层室内精装修工程施工专业承包[标段2]	2010-08-25	6676.6995	6676.699543				6676.699543		建筑装修装饰工程	02
广州协安建设工程有限公司	广州科学城科技企业加速器三期（Ⅱ标段）工程施工总承包[标段2]	2010-03-25	15339.539939		2012-11-21	9	1	15339.539939	75887.8	房屋建筑工程施工总承包	03
广州市市政集团有限公司	广州市番禺区紫坭岛截污转输干管工程市良路段污水干管工程施工	2007-09-13	2589.98	2589.98	2009-03-06			2589.98		市政公用工程施工总承包	04
广州机施建设集团有限公司	护林路三期（第一标段）工程	2008-12-18	27916.718	27916.718	2010-11-11			27116.213		市政公用工程施工总承包	02
广州市住宅建设发展有限公司	广州豪城房产开发公司 住宅楼（第七期）	2003-03-31	7406.37	7406.37	2006-12-31	34	1	7406.37	87812	房屋建筑工程施工总承包	02
广东省第四建筑工程公司	现代大道北段（机场高速北延线—竹湖居委）道路工程	2007-12-03	2338.3981	2338.3981	2009-11-10			2338.398		市政公用工程施工总承包	04
广州市第三建筑工程有限公司	珠江城零星工程施工专业承包	2011-05-30	745.167957					745.168		建筑装修装饰工程	03
广州市房屋开发建设有限公司	萝岗区检察院业务用房及配套设施建设项目-检察院业务用房施工总承包	2007-12-05	5580.238834	5580.238834	2011-07-28	8	1		17878.7	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	广东省质安监总站新办公楼装修施工专业承包	2010-09-17	483.8828	483.8828	2011-04-25			168.686	2090.76	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广东省质安监总站新办公楼装修施工专业承包	2010-09-17	483.8828	483.8828	2011-04-25			168.686	2090.76	建筑装修装饰工程	03
广东建雅室内工程设计施工有限公司	广东省质安监总站新办公楼装修施工专业承包	2010-09-17	483.8828	483.8828	2011-04-25			168.686	2090.76	消防设施工程	04
广东建雅室内工程设计施工有限公司	广东新大地宾馆2号楼改造工程施工专业承包	2013-02-25	2451.017017	2451.017017	2013-10-13			2451.017017		建筑装修装饰工程	02
广州市第二建筑工程有限公司	中山大学科技综合楼二期工程施工	2009-01-05	10156.30782	10156.30782	2011-12-13	19	2	10156.30782	35032	房屋建筑工程施工总承包	03
广州市第三建筑工程有限公司	广州市白云区园林绿化管理办公室张九龄纪念公园工程施工	2005-08-01	450.9389	450.9389	2009-02-09					园林古建筑工程	04
广东建雅室内工程设计施工有限公司	东风东路701号办公楼装修改造工程施工专业承包	2010-03-01	2490.36	2490.36	2012-03-16			373.549	12000	建筑智能化工程	04
广东建雅室内工程设计施工有限公司	东风东路701号办公楼装修改造工程施工专业承包	2010-03-01	2490.36	2490.36	2012-03-16			373.549	12000	建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	东风东路701号办公楼装修改造工程施工专业承包	2010-03-01	2490.36	2490.36	2012-03-16			373.549	12000	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	东风东路701号办公楼装修改造工程施工专业承包	2010-03-01	2490.36	2490.36	2012-03-16			373.549	12000	消防设施工程	04
广州机施建设集团有限公司	广州科学城科技企业加速器二期工程一标段	2009-04-17	12070.918908	12070.918908	2013-01-08	9		12070.918908	67245	房屋建筑工程施工总承包	03
广州市市政集团有限公司	联邦快递转运中心周边市政道路工程-沥青工程	2007-08-17	3020.1347	3020.1347	2008-09-04			3020.135		市政公用工程施工总承包	04
广州市住宅建设发展有限公司	广州市第八人民医院迁建一期项目工程土建装饰装修安装及配套工程	2005-12-08	13274.1347	13274.1347	2011-01-31			13274.135		房屋建筑工程施工总承包	04
广东省第四建筑工程公司	雅瑶小学学校校安工程及学校规范化工程—教学科研楼及宿舍楼	2011-03-07	1310.190833	1310.190833	2012-09-07	5		1310.190833		房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	广州亚运城运动员村(不含国际区、东停车场、运动员餐厅)、媒体村、技术官员村房屋建筑工程施工[标段3]	2008-08-22	39599.9938	39599.9938	2010-08-19	14	1	39599.99	158551	房屋建筑工程施工总承包	02
广州机施建设集团有限公司	广汽丰田汽车有限公司扩能项目《冲压车间（二）、焊接车间（二）扩建》及一线涂装新增工艺冷冻站房工程施工总承包	2010-07-19	1786.407141	1786.407141	2012-03-28			1786.4		房屋建筑工程施工总承包	03
广州市第三建筑工程有限公司	住宅楼工程5幢（自编一期C7-C11栋）和会所工程1幢施工总承包及总承包管理配合服务（第一标段）	2008-08-08	26449.720687	26449.720687	2011-11-03	32		26449.7	112562	房屋建筑工程施工总承包	02
广州市第二建筑工程有限公司	广州市市政园林局司马涌第二次改造工程施工	2005-01-03	3626.6623	3626.6623	2007-05-31			3626.662		市政公用工程施工总承包	03
广州市第二建筑工程有限公司	竹料污水处理系统一期工程竹料中部片区管网（ZL1-G-A1）土建工程	2005-11-17	7094.801779	7094.801779	2011-11-15			7094.801779		市政公用工程施工总承包	03
广州市房屋开发建设有限公司	沙面地区环境综合整治项目（标段A）施工专业承包	2009-11-09	3992.4296	3992.4296	2011-08-31			3992.43		园林古建筑工程	02
广东建雅室内工程设计施工有限公司	广州市天河区国家税务局综合办公楼装修工程	2008-09-24	2552.8687	2552.8687	2009-09-30			180.138	19297	机电设备安装工程	04
广东建雅室内工程设计施工有限公司	广州市天河区国家税务局综合办公楼装修工程	2008-09-24	2552.8687	2552.8687	2009-09-30			180.138	19297	消防设施工程	04
广东建雅室内工程设计施工有限公司	广州市天河区国家税务局综合办公楼装修工程	2008-09-24	2552.8687	2552.8687	2009-09-30			180.138	19297	建筑装修装饰工程	02
广州协安建设工程有限公司	龙归保障性住房项目基坑支护施工专业承包【标段1】	2010-11-23	1707.484643	1707.484643	2012-01-19			1707.484643		地基与基础工程	02
广州市住宅建设发展有限公司	珠江新城西消防站（珠江新城A1-2地块消防站）工程	2007-09-21	2762.1333	2762.1333	2009-07-06		1		8601	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	中国电子科技集团公司第七研究所研发测试楼工程	2010-05-20	4726.261573	4726.261806	2011-11-03			4726.261573	19783	房屋建筑工程施工总承包	04
广东建雅室内工程设计施工有限公司	厂房（自编号：B1、B4、B5、B6；广州风行牛奶有限公司巴氏奶车间升级改造项目）装饰工程施工专业承包	2014-02-25	2398.8932	2398.8932				873.412938		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	厂房（自编号：B1、B4、B5、B6；广州风行牛奶有限公司巴氏奶车间升级改造项目）装饰工程施工专业承包	2014-02-25	2398.8932	2398.8932				873.412938		机电设备安装工程	03
广东建雅室内工程设计施工有限公司	利通广场装修工程施工专业承包[标段2]	2010-10-22	9697.32	9697.32	2012-07-16			8928.077		建筑装修装饰工程	02
广东建雅室内工程设计施工有限公司	利通广场装修工程施工专业承包[标段2]	2010-10-22	9697.32	9697.32	2012-07-16			8928.077		机电设备安装工程	04
广东建雅室内工程设计施工有限公司	利通广场装修工程施工专业承包[标段2]	2010-10-22	9697.32	9697.32	2012-07-16			8928.077		建筑幕墙工程	04
深圳市深装总装饰工程工业有限公司	广州天伦大厦3楼饭堂、会议室装修施工专业承包	2013-09-18	179.676388	179.676388	2013-12-29			80.874597		建筑装修装饰工程	03
深圳市深装总装饰工程工业有限公司	广州天伦大厦3楼饭堂、会议室装修施工专业承包	2013-09-18	179.676388	179.676388	2013-12-29			80.874597		机电设备安装工程	04
广州机施建设集团有限公司	黄埔区雨污分流改造工程石化路以东片区（标段一）	2010-06-24	12760.142428	12760.142428	2011-11-04			12760.142428		市政公用工程施工总承包	04
广州市建筑机械施工有限公司	内环路及放射线两侧整治工程标段二（越秀段）施工专业承包	2009-12-09	6682.7832	6682.7832	2010-09-29			6512.75		建筑装修装饰工程	02
广东省第四建筑工程公司	2010年亚运会省属场馆广东省奥林匹克体育中心体育场及副场维修改造工程施工总承包	2009-06-24	18419.9726	18419.9726	2010-09-13	6	1	18419.97	145560	房屋建筑工程施工总承包	02
广州市住宅建设发展有限公司	荔城街明星中心村工程（一期）	2009-11-13	3880.6192	3880.6192	2010-08-25	3			16655.2	房屋建筑工程施工总承包	04
广州市第三建筑工程有限公司	广州白云国际机场FedEx亚太转运中心场所区工程总承包	2006-11-09	17260.602	17260.602	2008-07-09	7			90388.7	房屋建筑工程施工总承包	03
深圳市深装总装饰工程工业有限公司	广州市电视台新址北庭300㎡新闻演播室声学装修工程施工专业承包	2012-10-31	167.178393	167.178393				167.178393		建筑装修装饰工程	04
